"pval";"q2";"q1";"q3";"q1_90";"q3_90";"With_cover";"Grazing_intensity";"ID_grazing";"Stat";"Driver"
"87";0;-0.409472680585421;-0.517889777315687;-0.309662449366563;-0.500101178849849;-0.330353530211727;FALSE;"all";"3";"core_area_land";"Grazing"
"88";0.032;-0.0345698008916476;-0.064305258740779;-0.00333928521478865;-0.060244000520025;-0.00914825890352395;FALSE;"all";"all";"core_area_land";"Aridity"
"89";0;0.140709392397109;0.107149350071031;0.176996347088405;0.1132572882192;0.170838239405653;FALSE;"all";"all";"core_area_land";"MAT"
"90";0.162;-0.0695557701450817;-0.172363938618537;0.0313966032803178;-0.153149925689801;0.0111128729339084;FALSE;"all";"Goat";"core_area_land";"Herbivores"
"91";0.002;0.149451086839506;0.043441099375883;0.272262806001842;0.0583430498971384;0.248792393615066;FALSE;"all";"Horse";"core_area_land";"Herbivores"
"92";0;-0.340092820200231;-0.414127495512268;-0.261690587157623;-0.403851112406886;-0.275515489741247;FALSE;"all";"Sheep";"core_area_land";"Herbivores"
"93";0.042;0.110822545514604;0.00388502843358085;0.212370118388058;0.02406087182689;0.200245239799805;FALSE;"all";"1";"core_area";"Grazing"
"94";0.372;0.045231154324573;-0.0563464053269196;0.143732878748355;-0.041597561078417;0.131705442777504;FALSE;"all";"2";"core_area";"Grazing"
"95";0.176;0.0701323904420348;-0.0398743346834047;0.173375884828996;-0.0169576831012765;0.154898278008143;FALSE;"all";"3";"core_area";"Grazing"
"96";0.68;-0.00631595830086233;-0.0399308587978691;0.0241663343090777;-0.0356690254407062;0.0205470608654981;FALSE;"all";"all";"core_area";"Aridity"
"97";0;0.110520557219739;0.081602235509681;0.144841187013507;0.0854892995744335;0.137882970634675;FALSE;"all";"all";"core_area";"MAT"
"98";0;-0.231765022071165;-0.317930096442355;-0.146315445390551;-0.30398305947402;-0.159359495882736;FALSE;"all";"Goat";"core_area";"Herbivores"
"99";0;-0.489701622414972;-0.605542506785715;-0.378046868628249;-0.59102966591981;-0.395404420048723;FALSE;"all";"Horse";"core_area";"Herbivores"
"100";0;-0.346513673698041;-0.424065634453691;-0.270479953438454;-0.414230403939041;-0.281187150658846;FALSE;"all";"Sheep";"core_area";"Herbivores"
"101";0;-0.165785665316798;-0.260044009286853;-0.0736324292056201;-0.246322986727534;-0.0857109843130108;FALSE;"all";"1";"Small_patches";"Grazing"
"102";0;-0.153784054960071;-0.24477380640406;-0.0630126311027428;-0.226931041696748;-0.0735081747787358;FALSE;"all";"2";"Small_patches";"Grazing"
"103";0;-0.163396306292342;-0.25287394942464;-0.072292720411642;-0.240312670300853;-0.0862451158303468;FALSE;"all";"3";"Small_patches";"Grazing"
"104";0;-0.208296420073093;-0.238950990604256;-0.179266508604146;-0.23276565520643;-0.186025263943943;FALSE;"all";"all";"Small_patches";"Aridity"
"105";0;-0.296664341313036;-0.325016487257538;-0.265196243665697;-0.321095460854538;-0.271023271623858;FALSE;"all";"all";"Small_patches";"MAT"
"106";0;0.254952622537153;0.152495476351468;0.369732878147439;0.169313352838106;0.346726334411122;FALSE;"all";"Goat";"Small_patches";"Herbivores"
"107";0;0.350968233986683;0.249745055362785;0.446433993259339;0.268923387170827;0.430064746717105;FALSE;"all";"Horse";"Small_patches";"Herbivores"
"108";0;0.129563403170847;0.0524179028629075;0.204818169812695;0.0629813846981184;0.192272231519266;FALSE;"all";"Sheep";"Small_patches";"Herbivores"
"109";0;0.238186215165456;0.121056499913738;0.360791430994473;0.138676460420849;0.346062996304121;FALSE;"all";"1";"flow_length";"Grazing"
"110";0;0.363111931145686;0.241588731190567;0.488094397768597;0.260389087561779;0.468232946338267;FALSE;"all";"2";"flow_length";"Grazing"
"111";0;0.648392618594167;0.529630070569212;0.768336269047733;0.548150146660377;0.751241515385501;FALSE;"all";"3";"flow_length";"Grazing"
"112";0.3;-0.016911542426379;-0.0494114266480871;0.0159393250857783;-0.0441659115893755;0.0092469918797115;FALSE;"all";"all";"flow_length";"Aridity"
"113";0.006;0.0526553063921372;0.015316218969827;0.0942748627952538;0.0206981565577757;0.0869362823558055;FALSE;"all";"all";"flow_length";"MAT"
"114";0.35;0.0516758099875607;-0.0542511397105144;0.156163335245697;-0.0367941230655218;0.135940175295135;FALSE;"all";"Goat";"flow_length";"Herbivores"
"115";0.078;-0.105879344398866;-0.223832347457807;0.013619758093445;-0.205959805451419;-0.0106733677343175;FALSE;"all";"Horse";"flow_length";"Herbivores"
"116";0;0.363768653277988;0.27770141104218;0.454962779469826;0.29098079109734;0.440867106968805;FALSE;"all";"Sheep";"flow_length";"Herbivores"
"117";0.382;0.0468352602447641;-0.0540858965807893;0.14981782450857;-0.0382741348349535;0.132064069955964;FALSE;"all";"1";"mean_psd";"Grazing"
"118";0.064;-0.0921193581031011;-0.192564457989329;0.00572354034964272;-0.179419912534529;-0.00845386376296325;FALSE;"all";"2";"mean_psd";"Grazing"
"119";0;-0.288065352012129;-0.392382199394613;-0.188637042259459;-0.370254386808548;-0.201937650705355;FALSE;"all";"3";"mean_psd";"Grazing"
"120";0;-0.103649510765752;-0.133625070041926;-0.0704185098641821;-0.129433724314314;-0.0755832819374967;FALSE;"all";"all";"mean_psd";"Aridity"
"121";0;0.371372173804007;0.341549973152468;0.402732632807322;0.346041498493144;0.398452077554291;FALSE;"all";"all";"mean_psd";"MAT"
"122";0;-0.15943363071941;-0.251359607926235;-0.075187354641357;-0.241385955353605;-0.0875922940036951;FALSE;"all";"Goat";"mean_psd";"Herbivores"
"123";0;-0.181907928819469;-0.289762203778299;-0.0609041560104608;-0.272339156498945;-0.0798709852171984;FALSE;"all";"Horse";"mean_psd";"Herbivores"
"124";0;-0.330890300107702;-0.403719344043105;-0.260074989926822;-0.392151037866213;-0.268056258853639;FALSE;"all";"Sheep";"mean_psd";"Herbivores"
"125";0;0.0321767849814981;0.0134879913450677;0.0498818433134545;0.0161851208545267;0.0474673458302202;FALSE;"all";"1";"moran_I";"Grazing"
"126";0.02;0.0232796086982314;0.00352475434415942;0.0428913222656093;0.00673351996519097;0.0395238290281626;FALSE;"all";"2";"moran_I";"Grazing"
"127";0.082;0.0166529267144747;-0.00296521334660041;0.0366486219957492;0.000927476627538327;0.0331797765593269;FALSE;"all";"3";"moran_I";"Grazing"
"128";0;-0.0300613686361551;-0.0349121556122021;-0.025155251795365;-0.0339713828747986;-0.0259764594075815;FALSE;"all";"all";"moran_I";"Aridity"
"129";0;0.0268852462050458;0.020492745201312;0.0329231695446393;0.021660537513774;0.0321046318930056;FALSE;"all";"all";"moran_I";"MAT"
"130";0.054;0.0154142131200354;-3.73943318064277e-05;0.0300418834473471;0.00224851923210602;0.0280903874859061;FALSE;"all";"Goat";"moran_I";"Herbivores"
"131";0.076;-0.0193870299528216;-0.0399911680839738;0.0017556725054781;-0.0362276401076306;-0.00182860062088544;FALSE;"all";"Horse";"moran_I";"Herbivores"
"132";0;0.028876933582993;0.0153302815205809;0.0416711230256493;0.0174287385433709;0.0400228939242973;FALSE;"all";"Sheep";"moran_I";"Herbivores"
"133";0.1;-0.101458766427198;-0.222852075214594;0.0198772655599298;-0.202098464829384;-0.00289896957469233;FALSE;"all";"1";"rho_p";"Grazing"
"134";0;-0.230802996453417;-0.348440486381065;-0.113830481671465;-0.328442978111702;-0.135262721742896;FALSE;"all";"2";"rho_p";"Grazing"
"135";0;-0.539094615722208;-0.658371849929896;-0.428680848491023;-0.634704284194451;-0.444851719852931;FALSE;"all";"3";"rho_p";"Grazing"
"136";0;-0.0602113831551332;-0.090941679413049;-0.0321355337949487;-0.0857394170909605;-0.0348306787920878;FALSE;"all";"all";"rho_p";"Aridity"
"137";0;0.139592619329704;0.102871764558218;0.173611765931175;0.109707214512411;0.169836453562347;FALSE;"all";"all";"rho_p";"MAT"
"138";0.612;0.0313786761343424;-0.0850339992317047;0.134432964228424;-0.0606981271934814;0.11744404707078;FALSE;"all";"Goat";"rho_p";"Herbivores"
"139";0;0.176681395894221;0.0798554144755946;0.28336174876799;0.0950224198143541;0.265688863091619;FALSE;"all";"Horse";"rho_p";"Herbivores"
"140";0;-0.363935934874085;-0.441952345691189;-0.280047396940479;-0.429819392833847;-0.293785630045851;FALSE;"all";"Sheep";"rho_p";"Herbivores"
